cluster index	CF_componentindex	CF_NrNodes	CF_kingdom	CF_kingdom_score	CF_superclass	CF_superclass_score	CF_class	CF_class_score	CF_subclass	CF_subclass_score	CF_Dparent	CF_Dparent_score	CF_MFramework	CF_MFramework_score
5783	9	8	Organic compounds	0.75	Lipids and lipid-like molecules	0.36979166666666663	Steroids and steroid derivatives	0.190625	Medium-chain hydroxy acids and derivatives	0.078125	Medium-chain hydroxy acids and derivatives	0.078125	Aliphatic heteropolycyclic compounds	0.15104166666666666
5812	9	8	Organic compounds	0.75	Lipids and lipid-like molecules	0.36979166666666663	Steroids and steroid derivatives	0.190625	Medium-chain hydroxy acids and derivatives	0.078125	Medium-chain hydroxy acids and derivatives	0.078125	Aliphatic heteropolycyclic compounds	0.15104166666666666
6428	9	8	Organic compounds	0.75	Lipids and lipid-like molecules	0.36979166666666663	Steroids and steroid derivatives	0.190625	Medium-chain hydroxy acids and derivatives	0.078125	Medium-chain hydroxy acids and derivatives	0.078125	Aliphatic heteropolycyclic compounds	0.15104166666666666
6559	9	8	Organic compounds	0.75	Lipids and lipid-like molecules	0.36979166666666663	Steroids and steroid derivatives	0.190625	Medium-chain hydroxy acids and derivatives	0.078125	Medium-chain hydroxy acids and derivatives	0.078125	Aliphatic heteropolycyclic compounds	0.15104166666666666
6663	9	8	Organic compounds	0.75	Lipids and lipid-like molecules	0.36979166666666663	Steroids and steroid derivatives	0.190625	Medium-chain hydroxy acids and derivatives	0.078125	Medium-chain hydroxy acids and derivatives	0.078125	Aliphatic heteropolycyclic compounds	0.15104166666666666
6664	9	8	Organic compounds	0.75	Lipids and lipid-like molecules	0.36979166666666663	Steroids and steroid derivatives	0.190625	Medium-chain hydroxy acids and derivatives	0.078125	Medium-chain hydroxy acids and derivatives	0.078125	Aliphatic heteropolycyclic compounds	0.15104166666666666
5430	S523	1	no matches		no matches		no matches		no matches		no matches		no matches	
5432	S524	1	no matches		no matches		no matches		no matches		no matches		no matches	
5448	S525	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
5450	S526	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5451	S527	1	no matches		no matches		no matches		no matches		no matches		no matches	
5452	S528	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Hybrid peptides	1.0	Hybrid peptides	1.0	Aromatic heteromonocyclic compounds	1.0
5459	S529	1	no matches		no matches		no matches		no matches		no matches		no matches	
5460	S530	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5471	S531	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
5472	S532	1	no matches		no matches		no matches		no matches		no matches		no matches	
5473	S533	1	no matches		no matches		no matches		no matches		no matches		no matches	
5479	S534	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
5480	S535	1	no matches		no matches		no matches		no matches		no matches		no matches	
5483	S536	1	no matches		no matches		no matches		no matches		no matches		no matches	
5488	S537	1	no matches		no matches		no matches		no matches		no matches		no matches	
5489	S538	1	no matches		no matches		no matches		no matches		no matches		no matches	
5521	S539	1	no matches		no matches		no matches		no matches		no matches		no matches	
5523	S540	1	no matches		no matches		no matches		no matches		no matches		no matches	
5534	S541	1	no matches		no matches		no matches		no matches		no matches		no matches	
5535	S542	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Hybrid peptides	1.0	Hybrid peptides	1.0	Aromatic heteromonocyclic compounds	1.0
5537	S543	1	no matches		no matches		no matches		no matches		no matches		no matches	
5547	S544	1	no matches		no matches		no matches		no matches		no matches		no matches	
5549	S545	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
5550	S546	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Hybrid peptides	1.0	Hybrid peptides	1.0	Aromatic heteromonocyclic compounds	1.0
5559	S547	1	no matches		no matches		no matches		no matches		no matches		no matches	
5575	S548	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5576	S549	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5580	48	2	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	0.5	Amino acids, peptides, and analogues	0.5	Cyclic peptides	0.5	Aromatic heteropolycyclic compounds	0.5
5581	48	2	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	0.5	Amino acids, peptides, and analogues	0.5	Cyclic peptides	0.5	Aromatic heteropolycyclic compounds	0.5
5583	120	2	Organic compounds	1.0	Lipids and lipid-like molecules	0.30000000000000004	Benzene and substituted derivatives	0.2		0.25	N-phenylureas	0.15000000000000002	Aromatic heteropolycyclic compounds	0.5
5921	120	2	Organic compounds	1.0	Lipids and lipid-like molecules	0.30000000000000004	Benzene and substituted derivatives	0.2		0.25	N-phenylureas	0.15000000000000002	Aromatic heteropolycyclic compounds	0.5
5608	S550	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5630	S551	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5632	S552	1	no matches		no matches		no matches		no matches		no matches		no matches	
5634	S553	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5635	S554	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Hybrid peptides	1.0	Hybrid peptides	1.0	Aromatic heteromonocyclic compounds	1.0
5647	S555	1	no matches		no matches		no matches		no matches		no matches		no matches	
5649	S556	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5651	S557	1	Organic compounds	1.0	Organoheterocyclic compounds	0.3	Benzene and substituted derivatives	0.2		0.4	Harmala alkaloids	0.1	Aromatic heteropolycyclic compounds	0.7
5735	S558	1	no matches		no matches		no matches		no matches		no matches		no matches	
5737	S559	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
5752	S560	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5755	S561	1	no matches		no matches		no matches		no matches		no matches		no matches	
5756	S562	1	no matches		no matches		no matches		no matches		no matches		no matches	
5761	S563	1	no matches		no matches		no matches		no matches		no matches		no matches	
5769	S564	1	no matches		no matches		no matches		no matches		no matches		no matches	
5773	S565	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
5774	S566	1	no matches		no matches		no matches		no matches		no matches		no matches	
5776	S567	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5777	S568	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
5778	S569	1	no matches		no matches		no matches		no matches		no matches		no matches	
5779	S570	1	no matches		no matches		no matches		no matches		no matches		no matches	
5787	S571	1	no matches		no matches		no matches		no matches		no matches		no matches	
5799	S572	1	no matches		no matches		no matches		no matches		no matches		no matches	
5801	S573	1	no matches		no matches		no matches		no matches		no matches		no matches	
5802	S574	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
5808	S575	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
5819	S576	1	no matches		no matches		no matches		no matches		no matches		no matches	
5825	S577	1	no matches		no matches		no matches		no matches		no matches		no matches	
5826	S578	1	no matches		no matches		no matches		no matches		no matches		no matches	
5829	S579	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5830	S580	1	no matches		no matches		no matches		no matches		no matches		no matches	
5831	S581	1	no matches		no matches		no matches		no matches		no matches		no matches	
5832	56	2	Organic compounds	0.5	Phenylpropanoids and polyketides	0.25	Neoflavonoids	0.2	Neoflavones	0.2	Neoflavones	0.2	Aromatic heteropolycyclic compounds	0.5
5848	56	2	Organic compounds	0.5	Phenylpropanoids and polyketides	0.25	Neoflavonoids	0.2	Neoflavones	0.2	Neoflavones	0.2	Aromatic heteropolycyclic compounds	0.5
5835	S582	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
5838	S583	1	no matches		no matches		no matches		no matches		no matches		no matches	
5847	39	2	no matches		no matches		no matches		no matches		no matches		no matches	
5872	39	2	no matches		no matches		no matches		no matches		no matches		no matches	
5852	S584	1	no matches		no matches		no matches		no matches		no matches		no matches	
5870	S585	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5871	S586	1	no matches		no matches		no matches		no matches		no matches		no matches	
5880	S587	1	no matches		no matches		no matches		no matches		no matches		no matches	
5894	S588	1	no matches		no matches		no matches		no matches		no matches		no matches	
5897	S589	1	no matches		no matches		no matches		no matches		no matches		no matches	
5900	S590	1	no matches		no matches		no matches		no matches		no matches		no matches	
5902	S591	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5905	S592	1	no matches		no matches		no matches		no matches		no matches		no matches	
5913	S593	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5914	S594	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
5915	S595	1	no matches		no matches		no matches		no matches		no matches		no matches	
5916	S596	1	no matches		no matches		no matches		no matches		no matches		no matches	
5918	S597	1	no matches		no matches		no matches		no matches		no matches		no matches	
5919	S598	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5922	S599	1	Organic compounds	1.0	Lipids and lipid-like molecules	0.7	Prenol lipids	0.6	Diterpenoids	0.4	Aconitane-type diterpenoid alkaloids	0.2	Aromatic heteropolycyclic compounds	0.4
5927	S600	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
5929	S601	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
5941	S602	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5942	S603	1	no matches		no matches		no matches		no matches		no matches		no matches	
5946	S604	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5947	S605	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
5949	S606	1	no matches		no matches		no matches		no matches		no matches		no matches	
5951	S607	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5955	S608	1	no matches		no matches		no matches		no matches		no matches		no matches	
5971	S609	1	no matches		no matches		no matches		no matches		no matches		no matches	
5978	S610	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
5979	S611	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Hybrid peptides	1.0	Hybrid peptides	1.0	Aromatic heteromonocyclic compounds	1.0
5980	S612	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
5983	S613	1	no matches		no matches		no matches		no matches		no matches		no matches	
5984	42	2	Organic compounds	1.0	Organoheterocyclic compounds	0.5	Pyridines and derivatives	0.5		0.5	Pyridines and derivatives	0.5	Aromatic heteropolycyclic compounds	0.5
6386	42	2	Organic compounds	1.0	Organoheterocyclic compounds	0.5	Pyridines and derivatives	0.5		0.5	Pyridines and derivatives	0.5	Aromatic heteropolycyclic compounds	0.5
5986	S614	1	no matches		no matches		no matches		no matches		no matches		no matches	
5989	S615	1	no matches		no matches		no matches		no matches		no matches		no matches	
6000	S616	1	no matches		no matches		no matches		no matches		no matches		no matches	
6060	S617	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6063	S618	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
6070	S619	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
6078	S620	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6081	S621	1	Organic compounds	1.0	Organoheterocyclic compounds	0.5	Steroids and steroid derivatives	0.3333333333333333		0.3333333333333333	Dihydroxy bile acids, alcohols and derivatives	0.3333333333333333	Aromatic heteropolycyclic compounds	0.6666666666666666
6082	S622	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6083	S623	1	Organic compounds	1.0	Lipids and lipid-like molecules	0.8	Glycerophospholipids	0.6	Glycerophosphocholines	0.6	1-acyl-sn-glycero-3-phosphocholines	0.2	Aliphatic acyclic compounds	0.6
6095	S624	1	no matches		no matches		no matches		no matches		no matches		no matches	
6100	S625	1	no matches		no matches		no matches		no matches		no matches		no matches	
6108	S626	1	no matches		no matches		no matches		no matches		no matches		no matches	
6112	S627	1	no matches		no matches		no matches		no matches		no matches		no matches	
6118	S628	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
6119	S629	1	no matches		no matches		no matches		no matches		no matches		no matches	
6123	S630	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aliphatic heteropolycyclic compounds	1.0
6128	S631	1	no matches		no matches		no matches		no matches		no matches		no matches	
6129	S632	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
6135	53	2	Organic compounds	1.0	Benzenoids	0.3333333333333333	Benzene and substituted derivatives	0.25		0.16666666666666666	N-phenylureas	0.16666666666666666	Aromatic heteropolycyclic compounds	0.6666666666666667
6979	53	2	Organic compounds	1.0	Benzenoids	0.3333333333333333	Benzene and substituted derivatives	0.25		0.16666666666666666	N-phenylureas	0.16666666666666666	Aromatic heteropolycyclic compounds	0.6666666666666667
6138	S633	1	no matches		no matches		no matches		no matches		no matches		no matches	
6145	S634	1	no matches		no matches		no matches		no matches		no matches		no matches	
6148	S635	1	no matches		no matches		no matches		no matches		no matches		no matches	
6150	S636	1	no matches		no matches		no matches		no matches		no matches		no matches	
6154	S637	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
6157	S638	1	no matches		no matches		no matches		no matches		no matches		no matches	
6172	S639	1	no matches		no matches		no matches		no matches		no matches		no matches	
6179	S640	1	no matches		no matches		no matches		no matches		no matches		no matches	
6180	S641	1	no matches		no matches		no matches		no matches		no matches		no matches	
6200	S642	1	no matches		no matches		no matches		no matches		no matches		no matches	
6228	S643	1	no matches		no matches		no matches		no matches		no matches		no matches	
6229	S644	1	no matches		no matches		no matches		no matches		no matches		no matches	
6233	S645	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
6236	S646	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6237	S647	1	no matches		no matches		no matches		no matches		no matches		no matches	
6238	S648	1	no matches		no matches		no matches		no matches		no matches		no matches	
6246	S649	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
6253	S650	1	no matches		no matches		no matches		no matches		no matches		no matches	
6254	S651	1	no matches		no matches		no matches		no matches		no matches		no matches	
6258	S652	1	no matches		no matches		no matches		no matches		no matches		no matches	
6259	S653	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6260	S654	1	no matches		no matches		no matches		no matches		no matches		no matches	
6264	26	3	Organic compounds	0.3333333333333333	Organic acids and derivatives	0.3333333333333333	Carboxylic acids and derivatives	0.3333333333333333	Amino acids, peptides, and analogues	0.3333333333333333	L-alpha-amino acids	0.3333333333333333	Aromatic heteromonocyclic compounds	0.3333333333333333
6284	26	3	Organic compounds	0.3333333333333333	Organic acids and derivatives	0.3333333333333333	Carboxylic acids and derivatives	0.3333333333333333	Amino acids, peptides, and analogues	0.3333333333333333	L-alpha-amino acids	0.3333333333333333	Aromatic heteromonocyclic compounds	0.3333333333333333
6286	26	3	Organic compounds	0.3333333333333333	Organic acids and derivatives	0.3333333333333333	Carboxylic acids and derivatives	0.3333333333333333	Amino acids, peptides, and analogues	0.3333333333333333	L-alpha-amino acids	0.3333333333333333	Aromatic heteromonocyclic compounds	0.3333333333333333
6282	S655	1	no matches		no matches		no matches		no matches		no matches		no matches	
6288	S656	1	no matches		no matches		no matches		no matches		no matches		no matches	
6294	S657	1	no matches		no matches		no matches		no matches		no matches		no matches	
6301	S658	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
6306	S659	1	no matches		no matches		no matches		no matches		no matches		no matches	
6310	S660	1	no matches		no matches		no matches		no matches		no matches		no matches	
6313	S661	1	no matches		no matches		no matches		no matches		no matches		no matches	
6315	S662	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
6316	S663	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	0.5	Amino acids, peptides, and analogues	0.5	Oligopeptides	0.5	Aliphatic heteromonocyclic compounds	1.0
6318	S664	1	no matches		no matches		no matches		no matches		no matches		no matches	
6322	S665	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6323	S666	1	no matches		no matches		no matches		no matches		no matches		no matches	
6325	S667	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
6330	S668	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6332	6	2	Organic compounds	1.0	Lipids and lipid-like molecules	0.6363636363636364	Prenol lipids	0.36363636363636365	Monoterpenoids	0.18181818181818182	Bicyclic monoterpenoids	0.18181818181818182	Aromatic heteropolycyclic compounds	0.2727272727272727
6333	6	2	Organic compounds	1.0	Lipids and lipid-like molecules	0.6363636363636364	Prenol lipids	0.36363636363636365	Monoterpenoids	0.18181818181818182	Bicyclic monoterpenoids	0.18181818181818182	Aromatic heteropolycyclic compounds	0.2727272727272727
6334	S669	1	no matches		no matches		no matches		no matches		no matches		no matches	
6337	S670	1	no matches		no matches		no matches		no matches		no matches		no matches	
6338	S671	1	no matches		no matches		no matches		no matches		no matches		no matches	
6343	S672	1	no matches		no matches		no matches		no matches		no matches		no matches	
6345	S673	1	no matches		no matches		no matches		no matches		no matches		no matches	
6347	S674	1	no matches		no matches		no matches		no matches		no matches		no matches	
6348	S675	1	no matches		no matches		no matches		no matches		no matches		no matches	
6352	S676	1	no matches		no matches		no matches		no matches		no matches		no matches	
6356	S677	1	no matches		no matches		no matches		no matches		no matches		no matches	
6358	S678	1	no matches		no matches		no matches		no matches		no matches		no matches	
6359	S679	1	no matches		no matches		no matches		no matches		no matches		no matches	
6364	S680	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
6369	S681	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aliphatic heteropolycyclic compounds	1.0
6374	S682	1	no matches		no matches		no matches		no matches		no matches		no matches	
6379	S683	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
6381	S684	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6382	S685	1	no matches		no matches		no matches		no matches		no matches		no matches	
6388	S686	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6389	S687	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteromonocyclic compounds	1.0
6393	S688	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
6395	S689	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
6396	S690	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6398	S691	1	no matches		no matches		no matches		no matches		no matches		no matches	
6403	S692	1	no matches		no matches		no matches		no matches		no matches		no matches	
6408	S693	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
6411	S694	1	no matches		no matches		no matches		no matches		no matches		no matches	
6412	S695	1	no matches		no matches		no matches		no matches		no matches		no matches	
6419	S696	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
6421	S697	1	no matches		no matches		no matches		no matches		no matches		no matches	
6422	S698	1	no matches		no matches		no matches		no matches		no matches		no matches	
6423	S699	1	no matches		no matches		no matches		no matches		no matches		no matches	
6424	S700	1	no matches		no matches		no matches		no matches		no matches		no matches	
6426	S701	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6427	S702	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
6433	S703	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
6507	S704	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
6511	S705	1	no matches		no matches		no matches		no matches		no matches		no matches	
6519	28	2	Organic compounds	1.0	Organic acids and derivatives	0.5454545454545454	Peptidomimetics	0.5454545454545454	Depsipeptides	0.5454545454545454	Cyclic depsipeptides	0.5454545454545454	Aromatic heteropolycyclic compounds	0.7727272727272727
6529	28	2	Organic compounds	1.0	Organic acids and derivatives	0.5454545454545454	Peptidomimetics	0.5454545454545454	Depsipeptides	0.5454545454545454	Cyclic depsipeptides	0.5454545454545454	Aromatic heteropolycyclic compounds	0.7727272727272727
6520	S706	1	Organic compounds	1.0	Organic Polymers	1.0	Polypeptides	1.0		1.0	Polypeptides	1.0	Aliphatic heteromonocyclic compounds	1.0
