cluster index	CF_componentindex	CF_NrNodes	CF_kingdom	CF_kingdom_score	CF_superclass	CF_superclass_score	CF_class	CF_class_score	CF_subclass	CF_subclass_score	CF_Dparent	CF_Dparent_score	CF_MFramework	CF_MFramework_score
1	S1	1	no matches		no matches		no matches		no matches		no matches		no matches	
6	S2	1	no matches		no matches		no matches		no matches		no matches		no matches	
19	S3	1	no matches		no matches		no matches		no matches		no matches		no matches	
22	S4	1	no matches		no matches		no matches		no matches		no matches		no matches	
24	S5	1	no matches		no matches		no matches		no matches		no matches		no matches	
25	30	2	Organic compounds	1.0	Organoheterocyclic compounds	0.3611111111111111	Benzene and substituted derivatives	0.25		0.3611111111111111	Tetrahydroisoquinolines	0.16666666666666666	Aromatic homomonocyclic compounds	0.25
33	30	2	Organic compounds	1.0	Organoheterocyclic compounds	0.3611111111111111	Benzene and substituted derivatives	0.25		0.3611111111111111	Tetrahydroisoquinolines	0.16666666666666666	Aromatic homomonocyclic compounds	0.25
28	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
483	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
675	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
880	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
1129	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
1167	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
1168	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
1169	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
1454	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
1457	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
2104	16	11	Organic compounds	1.0	Organic acids and derivatives	0.4454545454545455	Carboxylic acids and derivatives	0.39999999999999997	Amino acids, peptides, and analogues	0.39999999999999997	Dipeptides	0.20909090909090908	Aromatic homomonocyclic compounds	0.5909090909090909
35	S6	1	no matches		no matches		no matches		no matches		no matches		no matches	
38	S7	1	no matches		no matches		no matches		no matches		no matches		no matches	
49	S8	1	no matches		no matches		no matches		no matches		no matches		no matches	
56	S9	1	no matches		no matches		no matches		no matches		no matches		no matches	
59	S10	1	no matches		no matches		no matches		no matches		no matches		no matches	
67	S11	1	no matches		no matches		no matches		no matches		no matches		no matches	
72	S12	1	no matches		no matches		no matches		no matches		no matches		no matches	
73	S13	1	no matches		no matches		no matches		no matches		no matches		no matches	
74	S14	1	no matches		no matches		no matches		no matches		no matches		no matches	
79	S15	1	no matches		no matches		no matches		no matches		no matches		no matches	
82	S16	1	no matches		no matches		no matches		no matches		no matches		no matches	
84	S17	1	no matches		no matches		no matches		no matches		no matches		no matches	
85	S18	1	no matches		no matches		no matches		no matches		no matches		no matches	
105	S19	1	no matches		no matches		no matches		no matches		no matches		no matches	
117	S20	1	no matches		no matches		no matches		no matches		no matches		no matches	
128	S21	1	no matches		no matches		no matches		no matches		no matches		no matches	
134	S22	1	no matches		no matches		no matches		no matches		no matches		no matches	
137	93	2	Organic compounds	0.5	Organic oxygen compounds	0.5	Organooxygen compounds	0.5	Carbonyl compounds	0.25	Glycerone phosphates	0.25	Aliphatic acyclic compounds	0.5
138	93	2	Organic compounds	0.5	Organic oxygen compounds	0.5	Organooxygen compounds	0.5	Carbonyl compounds	0.25	Glycerone phosphates	0.25	Aliphatic acyclic compounds	0.5
141	52	4	Organic compounds	1.0	Organoheterocyclic compounds	0.7431818181818182	Indoles and derivatives	0.3	Amino acids, peptides, and analogues	0.18863636363636366	Indoles	0.13636363636363635	Aromatic heteropolycyclic compounds	0.5795454545454545
142	52	4	Organic compounds	1.0	Organoheterocyclic compounds	0.7431818181818182	Indoles and derivatives	0.3	Amino acids, peptides, and analogues	0.18863636363636366	Indoles	0.13636363636363635	Aromatic heteropolycyclic compounds	0.5795454545454545
285	52	4	Organic compounds	1.0	Organoheterocyclic compounds	0.7431818181818182	Indoles and derivatives	0.3	Amino acids, peptides, and analogues	0.18863636363636366	Indoles	0.13636363636363635	Aromatic heteropolycyclic compounds	0.5795454545454545
286	52	4	Organic compounds	1.0	Organoheterocyclic compounds	0.7431818181818182	Indoles and derivatives	0.3	Amino acids, peptides, and analogues	0.18863636363636366	Indoles	0.13636363636363635	Aromatic heteropolycyclic compounds	0.5795454545454545
146	S23	1	no matches		no matches		no matches		no matches		no matches		no matches	
147	S24	1	no matches		no matches		no matches		no matches		no matches		no matches	
149	S25	1	no matches		no matches		no matches		no matches		no matches		no matches	
150	S26	1	no matches		no matches		no matches		no matches		no matches		no matches	
152	S27	1	no matches		no matches		no matches		no matches		no matches		no matches	
170	S28	1	no matches		no matches		no matches		no matches		no matches		no matches	
174	S29	1	no matches		no matches		no matches		no matches		no matches		no matches	
176	S30	1	no matches		no matches		no matches		no matches		no matches		no matches	
177	S31	1	no matches		no matches		no matches		no matches		no matches		no matches	
191	S32	1	no matches		no matches		no matches		no matches		no matches		no matches	
192	S33	1	no matches		no matches		no matches		no matches		no matches		no matches	
193	S34	1	no matches		no matches		no matches		no matches		no matches		no matches	
194	S35	1	no matches		no matches		no matches		no matches		no matches		no matches	
197	S36	1	no matches		no matches		no matches		no matches		no matches		no matches	
208	97	2	Organic compounds	1.0	Benzenoids	0.8500000000000001	Benzene and substituted derivatives	0.65	Benzoic acids and derivatives	0.5	Benzoic acid esters	0.3	Aromatic homomonocyclic compounds	0.9
227	97	2	Organic compounds	1.0	Benzenoids	0.8500000000000001	Benzene and substituted derivatives	0.65	Benzoic acids and derivatives	0.5	Benzoic acid esters	0.3	Aromatic homomonocyclic compounds	0.9
213	S37	1	no matches		no matches		no matches		no matches		no matches		no matches	
232	S38	1	no matches		no matches		no matches		no matches		no matches		no matches	
233	S39	1	no matches		no matches		no matches		no matches		no matches		no matches	
262	S40	1	no matches		no matches		no matches		no matches		no matches		no matches	
264	S41	1	no matches		no matches		no matches		no matches		no matches		no matches	
276	S42	1	no matches		no matches		no matches		no matches		no matches		no matches	
277	S43	1	no matches		no matches		no matches		no matches		no matches		no matches	
279	S44	1	no matches		no matches		no matches		no matches		no matches		no matches	
282	S45	1	no matches		no matches		no matches		no matches		no matches		no matches	
290	S46	1	no matches		no matches		no matches		no matches		no matches		no matches	
292	19	5	Organic compounds	0.6	Lipids and lipid-like molecules	0.24444444444444446	Fatty Acyls	0.24444444444444446	Fatty acid esters	0.18444444444444447	Fatty acid methyl esters	0.14444444444444446	Aliphatic acyclic compounds	0.24444444444444446
303	19	5	Organic compounds	0.6	Lipids and lipid-like molecules	0.24444444444444446	Fatty Acyls	0.24444444444444446	Fatty acid esters	0.18444444444444447	Fatty acid methyl esters	0.14444444444444446	Aliphatic acyclic compounds	0.24444444444444446
310	19	5	Organic compounds	0.6	Lipids and lipid-like molecules	0.24444444444444446	Fatty Acyls	0.24444444444444446	Fatty acid esters	0.18444444444444447	Fatty acid methyl esters	0.14444444444444446	Aliphatic acyclic compounds	0.24444444444444446
338	19	5	Organic compounds	0.6	Lipids and lipid-like molecules	0.24444444444444446	Fatty Acyls	0.24444444444444446	Fatty acid esters	0.18444444444444447	Fatty acid methyl esters	0.14444444444444446	Aliphatic acyclic compounds	0.24444444444444446
560	19	5	Organic compounds	0.6	Lipids and lipid-like molecules	0.24444444444444446	Fatty Acyls	0.24444444444444446	Fatty acid esters	0.18444444444444447	Fatty acid methyl esters	0.14444444444444446	Aliphatic acyclic compounds	0.24444444444444446
298	S47	1	no matches		no matches		no matches		no matches		no matches		no matches	
313	S48	1	no matches		no matches		no matches		no matches		no matches		no matches	
322	S49	1	no matches		no matches		no matches		no matches		no matches		no matches	
327	S50	1	no matches		no matches		no matches		no matches		no matches		no matches	
334	S51	1	no matches		no matches		no matches		no matches		no matches		no matches	
344	S52	1	no matches		no matches		no matches		no matches		no matches		no matches	
349	S53	1	no matches		no matches		no matches		no matches		no matches		no matches	
354	S54	1	no matches		no matches		no matches		no matches		no matches		no matches	
357	S55	1	no matches		no matches		no matches		no matches		no matches		no matches	
362	S56	1	no matches		no matches		no matches		no matches		no matches		no matches	
381	S57	1	no matches		no matches		no matches		no matches		no matches		no matches	
397	S58	1	no matches		no matches		no matches		no matches		no matches		no matches	
401	S59	1	no matches		no matches		no matches		no matches		no matches		no matches	
409	S60	1	no matches		no matches		no matches		no matches		no matches		no matches	
431	S61	1	no matches		no matches		no matches		no matches		no matches		no matches	
447	S62	1	no matches		no matches		no matches		no matches		no matches		no matches	
451	S63	1	no matches		no matches		no matches		no matches		no matches		no matches	
473	S64	1	no matches		no matches		no matches		no matches		no matches		no matches	
482	S65	1	no matches		no matches		no matches		no matches		no matches		no matches	
493	S66	1	no matches		no matches		no matches		no matches		no matches		no matches	
495	S67	1	no matches		no matches		no matches		no matches		no matches		no matches	
502	S68	1	no matches		no matches		no matches		no matches		no matches		no matches	
506	S69	1	no matches		no matches		no matches		no matches		no matches		no matches	
507	S70	1	no matches		no matches		no matches		no matches		no matches		no matches	
509	S71	1	no matches		no matches		no matches		no matches		no matches		no matches	
515	S72	1	no matches		no matches		no matches		no matches		no matches		no matches	
536	S73	1	no matches		no matches		no matches		no matches		no matches		no matches	
538	S74	1	no matches		no matches		no matches		no matches		no matches		no matches	
554	51	2	Organic compounds	1.0	Organic acids and derivatives	0.6499999999999999	Carboxylic acids and derivatives	0.6499999999999999	Amino acids, peptides, and analogues	0.6499999999999999	Dipeptides	0.4	Aliphatic heteromonocyclic compounds	0.4
621	51	2	Organic compounds	1.0	Organic acids and derivatives	0.6499999999999999	Carboxylic acids and derivatives	0.6499999999999999	Amino acids, peptides, and analogues	0.6499999999999999	Dipeptides	0.4	Aliphatic heteromonocyclic compounds	0.4
559	S75	1	no matches		no matches		no matches		no matches		no matches		no matches	
563	47	2	Organic compounds	1.0	Organoheterocyclic compounds	0.5357142857142857	Carboxylic acids and derivatives	0.17142857142857143		0.17142857142857143	Acyl carnitines	0.14285714285714285	Aromatic heteropolycyclic compounds	0.5142857142857142
610	47	2	Organic compounds	1.0	Organoheterocyclic compounds	0.5357142857142857	Carboxylic acids and derivatives	0.17142857142857143		0.17142857142857143	Acyl carnitines	0.14285714285714285	Aromatic heteropolycyclic compounds	0.5142857142857142
567	S76	1	no matches		no matches		no matches		no matches		no matches		no matches	
625	S77	1	no matches		no matches		no matches		no matches		no matches		no matches	
639	S78	1	no matches		no matches		no matches		no matches		no matches		no matches	
641	S79	1	no matches		no matches		no matches		no matches		no matches		no matches	
653	S80	1	no matches		no matches		no matches		no matches		no matches		no matches	
656	S81	1	no matches		no matches		no matches		no matches		no matches		no matches	
676	S82	1	no matches		no matches		no matches		no matches		no matches		no matches	
678	S83	1	no matches		no matches		no matches		no matches		no matches		no matches	
693	S84	1	no matches		no matches		no matches		no matches		no matches		no matches	
699	S85	1	no matches		no matches		no matches		no matches		no matches		no matches	
703	S86	1	no matches		no matches		no matches		no matches		no matches		no matches	
715	S87	1	no matches		no matches		no matches		no matches		no matches		no matches	
743	S88	1	no matches		no matches		no matches		no matches		no matches		no matches	
748	S89	1	no matches		no matches		no matches		no matches		no matches		no matches	
765	S90	1	no matches		no matches		no matches		no matches		no matches		no matches	
775	S91	1	no matches		no matches		no matches		no matches		no matches		no matches	
782	S92	1	no matches		no matches		no matches		no matches		no matches		no matches	
784	S93	1	no matches		no matches		no matches		no matches		no matches		no matches	
807	S94	1	no matches		no matches		no matches		no matches		no matches		no matches	
839	S95	1	no matches		no matches		no matches		no matches		no matches		no matches	
840	S96	1	no matches		no matches		no matches		no matches		no matches		no matches	
842	S97	1	no matches		no matches		no matches		no matches		no matches		no matches	
853	S98	1	no matches		no matches		no matches		no matches		no matches		no matches	
856	S99	1	no matches		no matches		no matches		no matches		no matches		no matches	
858	S100	1	no matches		no matches		no matches		no matches		no matches		no matches	
875	S101	1	no matches		no matches		no matches		no matches		no matches		no matches	
879	S102	1	no matches		no matches		no matches		no matches		no matches		no matches	
893	S103	1	no matches		no matches		no matches		no matches		no matches		no matches	
897	34	2	Organic compounds	1.0	Organohalogen compounds	0.3	Alkyl halides	0.3	Alkyl fluorides	0.3	Perfluoroalkyl carboxylic acid and derivatives	0.3	Aromatic homomonocyclic compounds	0.4
899	34	2	Organic compounds	1.0	Organohalogen compounds	0.3	Alkyl halides	0.3	Alkyl fluorides	0.3	Perfluoroalkyl carboxylic acid and derivatives	0.3	Aromatic homomonocyclic compounds	0.4
928	S104	1	no matches		no matches		no matches		no matches		no matches		no matches	
930	S105	1	no matches		no matches		no matches		no matches		no matches		no matches	
952	S106	1	no matches		no matches		no matches		no matches		no matches		no matches	
964	S107	1	no matches		no matches		no matches		no matches		no matches		no matches	
971	S108	1	no matches		no matches		no matches		no matches		no matches		no matches	
974	S109	1	no matches		no matches		no matches		no matches		no matches		no matches	
992	S110	1	no matches		no matches		no matches		no matches		no matches		no matches	
996	S111	1	no matches		no matches		no matches		no matches		no matches		no matches	
1004	S112	1	no matches		no matches		no matches		no matches		no matches		no matches	
1045	S113	1	no matches		no matches		no matches		no matches		no matches		no matches	
1049	S114	1	no matches		no matches		no matches		no matches		no matches		no matches	
1055	S115	1	no matches		no matches		no matches		no matches		no matches		no matches	
1069	S116	1	no matches		no matches		no matches		no matches		no matches		no matches	
1070	S117	1	no matches		no matches		no matches		no matches		no matches		no matches	
1079	S118	1	no matches		no matches		no matches		no matches		no matches		no matches	
1126	S119	1	no matches		no matches		no matches		no matches		no matches		no matches	
1215	S120	1	no matches		no matches		no matches		no matches		no matches		no matches	
1219	S121	1	no matches		no matches		no matches		no matches		no matches		no matches	
1220	S122	1	no matches		no matches		no matches		no matches		no matches		no matches	
1231	S123	1	no matches		no matches		no matches		no matches		no matches		no matches	
1233	86	3	Organic compounds	1.0	Organoheterocyclic compounds	0.5555555555555556	Carboxylic acids and derivatives	0.2222222222222222		0.25925925925925924	Hydroquinolones	0.14814814814814814	Aromatic heteropolycyclic compounds	0.3703703703703703
1238	86	3	Organic compounds	1.0	Organoheterocyclic compounds	0.5555555555555556	Carboxylic acids and derivatives	0.2222222222222222		0.25925925925925924	Hydroquinolones	0.14814814814814814	Aromatic heteropolycyclic compounds	0.3703703703703703
1243	86	3	Organic compounds	1.0	Organoheterocyclic compounds	0.5555555555555556	Carboxylic acids and derivatives	0.2222222222222222		0.25925925925925924	Hydroquinolones	0.14814814814814814	Aromatic heteropolycyclic compounds	0.3703703703703703
1235	S124	1	no matches		no matches		no matches		no matches		no matches		no matches	
1247	S125	1	no matches		no matches		no matches		no matches		no matches		no matches	
1297	S126	1	no matches		no matches		no matches		no matches		no matches		no matches	
1330	S127	1	no matches		no matches		no matches		no matches		no matches		no matches	
1336	S128	1	no matches		no matches		no matches		no matches		no matches		no matches	
1339	S129	1	no matches		no matches		no matches		no matches		no matches		no matches	
1348	S130	1	no matches		no matches		no matches		no matches		no matches		no matches	
1359	S131	1	Organic compounds	1.0	Benzenoids	1.0	Dibenzocycloheptenes	1.0		1.0	Dibenzocycloheptenes	1.0	Aromatic homopolycyclic compounds	1.0
1413	S132	1	no matches		no matches		no matches		no matches		no matches		no matches	
1467	S133	1	no matches		no matches		no matches		no matches		no matches		no matches	
1469	S134	1	no matches		no matches		no matches		no matches		no matches		no matches	
1473	S135	1	no matches		no matches		no matches		no matches		no matches		no matches	
1477	S136	1	no matches		no matches		no matches		no matches		no matches		no matches	
1481	S137	1	no matches		no matches		no matches		no matches		no matches		no matches	
1488	S138	1	no matches		no matches		no matches		no matches		no matches		no matches	
1497	S139	1	no matches		no matches		no matches		no matches		no matches		no matches	
1505	S140	1	no matches		no matches		no matches		no matches		no matches		no matches	
1506	S141	1	no matches		no matches		no matches		no matches		no matches		no matches	
1514	S142	1	no matches		no matches		no matches		no matches		no matches		no matches	
1523	S143	1	no matches		no matches		no matches		no matches		no matches		no matches	
1525	S144	1	no matches		no matches		no matches		no matches		no matches		no matches	
1537	S145	1	no matches		no matches		no matches		no matches		no matches		no matches	
1545	S146	1	no matches		no matches		no matches		no matches		no matches		no matches	
1603	S147	1	no matches		no matches		no matches		no matches		no matches		no matches	
1656	S148	1	no matches		no matches		no matches		no matches		no matches		no matches	
1659	S149	1	no matches		no matches		no matches		no matches		no matches		no matches	
1679	S150	1	no matches		no matches		no matches		no matches		no matches		no matches	
1696	S151	1	no matches		no matches		no matches		no matches		no matches		no matches	
1701	S152	1	Organic compounds	1.0	Organic nitrogen compounds	1.0	Organonitrogen compounds	1.0	Amines	1.0	1,2-aminoalcohols	1.0	Aliphatic acyclic compounds	1.0
1712	S153	1	no matches		no matches		no matches		no matches		no matches		no matches	
1719	S154	1	no matches		no matches		no matches		no matches		no matches		no matches	
1722	S155	1	no matches		no matches		no matches		no matches		no matches		no matches	
1730	S156	1	no matches		no matches		no matches		no matches		no matches		no matches	
1736	S157	1	Organic compounds	1.0	Benzenoids	1.0	Phenol ethers	1.0	Anisoles	1.0	Anisoles	1.0	Aromatic heteromonocyclic compounds	1.0
1756	S158	1	no matches		no matches		no matches		no matches		no matches		no matches	
1759	S159	1	no matches		no matches		no matches		no matches		no matches		no matches	
1767	S160	1	no matches		no matches		no matches		no matches		no matches		no matches	
1768	S161	1	no matches		no matches		no matches		no matches		no matches		no matches	
1770	S162	1	no matches		no matches		no matches		no matches		no matches		no matches	
1785	S163	1	no matches		no matches		no matches		no matches		no matches		no matches	
1788	S164	1	no matches		no matches		no matches		no matches		no matches		no matches	
1796	S165	1	no matches		no matches		no matches		no matches		no matches		no matches	
1799	S166	1	no matches		no matches		no matches		no matches		no matches		no matches	
1810	S167	1	Organic compounds	1.0	Organic oxygen compounds	1.0	Organooxygen compounds	1.0	Carbohydrates and carbohydrate conjugates	1.0	Aminoglycosides	1.0	Aliphatic heteromonocyclic compounds	1.0
1817	S168	1	no matches		no matches		no matches		no matches		no matches		no matches	
1860	S169	1	no matches		no matches		no matches		no matches		no matches		no matches	
1877	S170	1	no matches		no matches		no matches		no matches		no matches		no matches	
1889	S171	1	no matches		no matches		no matches		no matches		no matches		no matches	
1890	S172	1	no matches		no matches		no matches		no matches		no matches		no matches	
1895	S173	1	no matches		no matches		no matches		no matches		no matches		no matches	
1901	S174	1	no matches		no matches		no matches		no matches		no matches		no matches	
1921	S175	1	no matches		no matches		no matches		no matches		no matches		no matches	
1938	S176	1	no matches		no matches		no matches		no matches		no matches		no matches	
1939	S177	1	no matches		no matches		no matches		no matches		no matches		no matches	
1945	99	2	Organic compounds	0.5	Organic nitrogen compounds	0.5	Organonitrogen compounds	0.5	Amines	0.5	1,3-aminoalcohols	0.5	Aliphatic acyclic compounds	0.5
2532	99	2	Organic compounds	0.5	Organic nitrogen compounds	0.5	Organonitrogen compounds	0.5	Amines	0.5	1,3-aminoalcohols	0.5	Aliphatic acyclic compounds	0.5
1967	S178	1	no matches		no matches		no matches		no matches		no matches		no matches	
1980	S179	1	no matches		no matches		no matches		no matches		no matches		no matches	
2027	S180	1	no matches		no matches		no matches		no matches		no matches		no matches	
2029	S181	1	no matches		no matches		no matches		no matches		no matches		no matches	
2030	S182	1	no matches		no matches		no matches		no matches		no matches		no matches	
2031	S183	1	no matches		no matches		no matches		no matches		no matches		no matches	
2034	S184	1	no matches		no matches		no matches		no matches		no matches		no matches	
2036	S185	1	no matches		no matches		no matches		no matches		no matches		no matches	
2040	70	2	no matches		no matches		no matches		no matches		no matches		no matches	
2042	70	2	no matches		no matches		no matches		no matches		no matches		no matches	
2046	S186	1	no matches		no matches		no matches		no matches		no matches		no matches	
2062	S187	1	no matches		no matches		no matches		no matches		no matches		no matches	
2069	S188	1	no matches		no matches		no matches		no matches		no matches		no matches	
2076	S189	1	no matches		no matches		no matches		no matches		no matches		no matches	
2078	S190	1	no matches		no matches		no matches		no matches		no matches		no matches	
2079	S191	1	no matches		no matches		no matches		no matches		no matches		no matches	
2082	S192	1	no matches		no matches		no matches		no matches		no matches		no matches	
2089	S193	1	no matches		no matches		no matches		no matches		no matches		no matches	
2101	S194	1	no matches		no matches		no matches		no matches		no matches		no matches	
2109	S195	1	no matches		no matches		no matches		no matches		no matches		no matches	
2129	S196	1	no matches		no matches		no matches		no matches		no matches		no matches	
2183	S197	1	no matches		no matches		no matches		no matches		no matches		no matches	
2191	S198	1	no matches		no matches		no matches		no matches		no matches		no matches	
2200	S199	1	no matches		no matches		no matches		no matches		no matches		no matches	
2210	S200	1	no matches		no matches		no matches		no matches		no matches		no matches	
2218	S201	1	no matches		no matches		no matches		no matches		no matches		no matches	
2220	S202	1	no matches		no matches		no matches		no matches		no matches		no matches	
2221	S203	1	no matches		no matches		no matches		no matches		no matches		no matches	
2225	S204	1	no matches		no matches		no matches		no matches		no matches		no matches	
2326	S205	1	no matches		no matches		no matches		no matches		no matches		no matches	
2328	S206	1	no matches		no matches		no matches		no matches		no matches		no matches	
2341	S207	1	no matches		no matches		no matches		no matches		no matches		no matches	
2358	S208	1	no matches		no matches		no matches		no matches		no matches		no matches	
2366	S209	1	no matches		no matches		no matches		no matches		no matches		no matches	
2367	S210	1	no matches		no matches		no matches		no matches		no matches		no matches	
2373	S211	1	no matches		no matches		no matches		no matches		no matches		no matches	
2378	S212	1	no matches		no matches		no matches		no matches		no matches		no matches	
2395	S213	1	no matches		no matches		no matches		no matches		no matches		no matches	
2445	S214	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
2454	S215	1	no matches		no matches		no matches		no matches		no matches		no matches	
2455	S216	1	no matches		no matches		no matches		no matches		no matches		no matches	
2472	S217	1	no matches		no matches		no matches		no matches		no matches		no matches	
2475	S218	1	no matches		no matches		no matches		no matches		no matches		no matches	
2478	S219	1	no matches		no matches		no matches		no matches		no matches		no matches	
2485	S220	1	no matches		no matches		no matches		no matches		no matches		no matches	
2489	S221	1	no matches		no matches		no matches		no matches		no matches		no matches	
2491	S222	1	no matches		no matches		no matches		no matches		no matches		no matches	
2506	S223	1	no matches		no matches		no matches		no matches		no matches		no matches	
2529	S224	1	no matches		no matches		no matches		no matches		no matches		no matches	
2543	S225	1	no matches		no matches		no matches		no matches		no matches		no matches	
2606	S226	1	no matches		no matches		no matches		no matches		no matches		no matches	
2609	S227	1	no matches		no matches		no matches		no matches		no matches		no matches	
2611	S228	1	no matches		no matches		no matches		no matches		no matches		no matches	
2613	S229	1	no matches		no matches		no matches		no matches		no matches		no matches	
2616	S230	1	no matches		no matches		no matches		no matches		no matches		no matches	
2620	S231	1	no matches		no matches		no matches		no matches		no matches		no matches	
2621	S232	1	no matches		no matches		no matches		no matches		no matches		no matches	
2622	S233	1	no matches		no matches		no matches		no matches		no matches		no matches	
2624	S234	1	no matches		no matches		no matches		no matches		no matches		no matches	
2629	S235	1	no matches		no matches		no matches		no matches		no matches		no matches	
2630	S236	1	no matches		no matches		no matches		no matches		no matches		no matches	
2646	S237	1	no matches		no matches		no matches		no matches		no matches		no matches	
2718	S238	1	no matches		no matches		no matches		no matches		no matches		no matches	
2730	S239	1	no matches		no matches		no matches		no matches		no matches		no matches	
2735	S240	1	no matches		no matches		no matches		no matches		no matches		no matches	
2743	S241	1	no matches		no matches		no matches		no matches		no matches		no matches	
2773	S242	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
2792	S243	1	no matches		no matches		no matches		no matches		no matches		no matches	
2800	S244	1	no matches		no matches		no matches		no matches		no matches		no matches	
2823	S245	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
2825	S246	1	no matches		no matches		no matches		no matches		no matches		no matches	
2855	S247	1	no matches		no matches		no matches		no matches		no matches		no matches	
2859	S248	1	no matches		no matches		no matches		no matches		no matches		no matches	
2870	S249	1	no matches		no matches		no matches		no matches		no matches		no matches	
2871	S250	1	no matches		no matches		no matches		no matches		no matches		no matches	
2882	S251	1	no matches		no matches		no matches		no matches		no matches		no matches	
2889	S252	1	no matches		no matches		no matches		no matches		no matches		no matches	
2891	S253	1	no matches		no matches		no matches		no matches		no matches		no matches	
2898	S254	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
2903	S255	1	no matches		no matches		no matches		no matches		no matches		no matches	
2906	S256	1	no matches		no matches		no matches		no matches		no matches		no matches	
2918	S257	1	no matches		no matches		no matches		no matches		no matches		no matches	
2926	S258	1	no matches		no matches		no matches		no matches		no matches		no matches	
2929	S259	1	no matches		no matches		no matches		no matches		no matches		no matches	
2935	S260	1	no matches		no matches		no matches		no matches		no matches		no matches	
2960	125	2	Organic compounds	1.0	Organic oxygen compounds	0.30000000000000004	Organooxygen compounds	0.30000000000000004	Ethers	0.2	Alkyl aryl ethers	0.2	Aromatic heteromonocyclic compounds	0.3
2997	125	2	Organic compounds	1.0	Organic oxygen compounds	0.30000000000000004	Organooxygen compounds	0.30000000000000004	Ethers	0.2	Alkyl aryl ethers	0.2	Aromatic heteromonocyclic compounds	0.3
2990	S261	1	no matches		no matches		no matches		no matches		no matches		no matches	
2991	S262	1	no matches		no matches		no matches		no matches		no matches		no matches	
2993	36	4	Organic compounds	1.0	Organoheterocyclic compounds	0.4318181818181818	Benzene and substituted derivatives	0.28181818181818186	Phenylpropanes	0.19090909090909092	Phenylpropanes	0.19090909090909092	Aromatic heteropolycyclic compounds	0.4772727272727273
2994	36	4	Organic compounds	1.0	Organoheterocyclic compounds	0.4318181818181818	Benzene and substituted derivatives	0.28181818181818186	Phenylpropanes	0.19090909090909092	Phenylpropanes	0.19090909090909092	Aromatic heteropolycyclic compounds	0.4772727272727273
